Id,SalePrice
1461,124542.086
1462,180992.3
1463,185359.17
1464,205467.02
1465,197224.62
1466,173967.81
1467,183223.08
1468,165082.28
1469,198052.45
1470,123008.87
1471,168855.97
1472,101324.54
1473,97079.26
1474,148469.88
1475,118337.2
1476,356692.0
1477,249278.92
1478,294972.06
1479,292367.75
1480,525468.6
1481,328687.8
1482,206360.33
1483,174350.33
1484,164983.12
1485,182090.47
1486,187795.77
1487,346232.44
1488,219402.69
1489,191120.03
1490,243597.28
1491,192275.61
1492,96335.914
1493,174011.62
1494,288175.3
1495,285954.53
1496,231629.16
1497,185609.64
1498,198896.44
1499,171846.11
1500,162145.17
1501,177540.0
1502,154928.62
1503,391850.03
1504,243644.69
1505,228970.55
1506,192672.1
1507,260530.98
1508,199996.98
1509,158295.3
1510,147091.67
1511,175693.14
1512,174465.6
1513,144542.19
1514,164351.67
1515,188552.7
1516,149497.55
1517,176089.52
1518,131650.84
1519,208864.73
1520,131386.44
1521,136104.78
1522,172555.39
1523,119571.914
1524,124821.4
1525,121914.445
1526,113309.625
1527,113183.16
1528,137687.48
1529,165093.61
1530,212313.36
1531,116584.47
1532,95627.43
1533,155282.02
1534,127673.52
1535,142448.6
1536,108203.734
1537,59871.285
1538,144425.89
1539,184149.77
1540,78329.055
1541,138772.67
1542,157471.23
1543,183743.66
1544,85883.77
1545,118583.71
1546,139452.19
1547,135704.94
1548,140358.14
1549,125278.984
1550,134053.1
1551,105502.83
1552,143256.86
1553,138772.8
1554,123412.37
1555,161924.97
1556,65680.98
1557,118913.484
1558,110713.31
1559,59967.688
1560,132002.98
1561,120511.23
1562,139286.05
1563,125740.65
1564,164756.86
1565,152255.64
1566,234484.27
1567,82801.984
1568,244297.78
1569,139033.1
1570,133937.06
1571,111912.44
1572,146364.73
1573,242066.77
1574,119033.984
1575,228996.53
1576,231717.53
1577,179054.52
1578,143295.94
1579,144822.0
1580,195837.5
1581,161189.11
1582,129365.89
1583,301388.0
1584,220442.97
1585,139589.78
1586,91828.336
1587,111492.41
1588,149559.44
1589,100519.83
1590,133141.11
1591,94777.625
1592,118884.8
1593,134525.92
1594,143711.84
1595,110801.086
1596,225010.67
1597,205007.83
1598,223511.42
1599,163973.11
1600,152113.12
1601,74727.21
1602,124149.69
1603,62087.84
1604,265602.62
1605,229419.28
1606,161357.83
1607,181899.38
1608,212697.81
1609,179650.27
1610,153293.73
1611,132501.44
1612,171341.6
1613,167100.39
1614,121093.125
1615,92834.43
1616,81243.91
1617,95215.29
1618,148426.55
1619,145436.25
1620,169665.64
1621,132914.02
1622,151896.55
1623,249792.47
1624,201938.08
1625,119407.59
1626,168449.52
1627,199432.27
1628,270406.8
1629,178082.14
1630,379640.53
1631,234741.58
1632,248878.66
1633,171600.14
1634,188740.89
1635,176521.12
1636,155632.78
1637,213390.03
1638,180684.8
1639,185052.02
1640,244028.61
1641,180251.78
1642,248593.3
1643,221851.38
1644,244847.3
1645,226866.95
1646,158584.95
1647,158812.58
1648,131730.47
1649,144575.55
1650,117258.96
1651,121968.52
1652,101274.89
1653,103876.27
1654,150937.0
1655,134109.98
1656,144259.47
1657,153506.73
1658,151282.56
1659,130079.84
1660,159023.1
1661,450189.38
1662,414052.97
1663,377981.97
1664,649631.2
1665,302452.78
1666,306648.12
1667,394714.38
1668,332856.4
1669,303687.78
1670,342532.72
1671,268553.62
1672,448001.25
1673,285584.72
1674,241625.31
1675,198018.83
1676,195472.33
1677,217663.73
1678,490987.8
1679,404608.8
1680,317134.7
1681,236236.16
1682,316692.22
1683,191877.56
1684,174032.7
1685,171989.08
1686,171184.97
1687,167110.27
1688,184677.38
1689,188200.06
1690,195060.6
1691,186295.23
1692,249212.12
1693,164179.03
1694,187267.45
1695,169133.33
1696,280531.22
1697,174044.31
1698,344659.03
1699,321690.12
1700,259386.36
1701,263830.9
1702,239695.12
1703,236094.94
1704,274249.44
1705,228544.92
1706,183923.88
1707,206244.64
1708,198925.47
1709,256575.27
1710,219087.39
1711,268775.0
1712,250314.48
1713,279707.1
1714,230529.27
1715,209493.31
1716,184424.45
1717,178296.42
1718,142054.08
1719,203726.58
1720,239216.48
1721,150439.33
1722,120789.67
1723,148929.05
1724,200840.27
1725,243088.12
1726,190293.42
1727,149463.05
1728,167483.61
1729,171271.02
1730,154353.03
1731,116870.56
1732,135137.47
1733,114456.836
1734,126203.54
1735,117756.305
1736,111356.81
1737,308511.66
1738,254524.92
1739,238638.64
1740,219332.81
1741,197565.55
1742,173960.02
1743,178983.67
1744,382883.1
1745,213596.28
1746,189325.53
1747,223006.81
1748,229360.22
1749,142301.94
1750,125739.69
1751,252795.28
1752,119608.07
1753,151053.06
1754,202001.44
1755,164578.47
1756,133554.16
1757,126659.19
1758,146417.1
1759,164738.64
1760,164797.88
1761,146494.19
1762,182333.39
1763,184555.19
1764,120407.03
1765,139280.08
1766,203123.23
1767,224748.38
1768,143235.83
1769,169296.31
1770,152367.34
1771,116031.2
1772,129805.73
1773,126186.445
1774,145905.67
1775,147660.34
1776,133025.23
1777,115066.77
1778,141532.8
1779,137262.44
1780,167504.05
1781,123689.5
1782,94559.5
1783,145082.31
1784,111119.61
1785,124019.4
1786,151406.84
1787,152938.45
1788,70099.305
1789,100426.59
1790,89149.695
1791,196543.05
1792,160456.9
1793,137132.38
1794,154794.23
1795,138531.22
1796,136374.0
1797,118648.87
1798,120961.78
1799,112210.18
1800,132323.5
1801,129477.72
1802,133760.78
1803,151804.3
1804,142613.19
1805,137050.4
1806,127233.16
1807,126201.97
1808,117342.305
1809,121018.086
1810,137263.73
1811,116754.15
1812,98579.17
1813,138967.88
1814,105772.516
1815,68198.414
1816,101836.625
1817,103002.164
1818,135833.12
1819,138040.1
1820,51974.035
1821,112254.7
1822,149952.9
1823,41081.02
1824,117620.945
1825,143986.9
1826,114521.36
1827,104960.2
1828,129296.7
1829,111552.17
1830,138794.77
1831,143090.02
1832,58601.28
1833,141757.3
1834,124456.125
1835,117668.74
1836,127512.54
1837,92128.06
1838,133615.05
1839,121270.64
1840,136593.97
1841,132467.44
1842,103251.375
1843,137221.72
1844,143773.81
1845,146184.78
1846,161292.9
1847,176591.34
1848,62226.43
1849,101415.7
1850,116930.2
1851,144979.67
1852,130164.59
1853,125236.34
1854,165782.92
1855,158901.81
1856,226598.17
1857,128259.43
1858,139954.61
1859,113024.484
1860,151871.34
1861,114006.15
1862,331305.88
1863,312197.44
1864,312230.2
1865,331790.6
1866,314616.3
1867,216019.3
1868,276744.34
1869,203330.03
1870,218363.16
1871,241375.88
1872,170836.28
1873,248387.6
1874,159106.83
1875,197625.1
1876,207542.33
1877,209172.7
1878,199655.48
1879,134244.1
1880,132735.53
1881,252877.02
1882,233713.6
1883,184483.73
1884,202855.89
1885,209083.36
1886,271012.22
1887,213605.03
1888,269442.5
1889,167850.73
1890,111261.914
1891,116711.95
1892,100575.92
1893,135224.36
1894,122338.98
1895,134227.19
1896,128561.3
1897,128271.54
1898,114102.414
1899,170110.55
1900,155651.34
1901,183562.2
1902,166443.84
1903,231650.8
1904,147852.83
1905,200942.95
1906,116287.32
1907,210834.17
1908,114316.11
1909,136224.0
1910,123691.266
1911,230215.97
1912,352753.66
1913,135111.69
1914,53592.887
1915,314327.22
1916,41145.754
1917,221307.66
1918,143658.4
1919,164475.22
1920,155127.62
1921,373040.75
1922,308703.84
1923,246286.17
1924,251354.58
1925,195596.53
1926,370049.16
1927,132364.39
1928,162923.12
1929,124082.695
1930,136155.42
1931,138445.38
1932,136921.2
1933,211965.8
1934,188331.66
1935,172854.33
1936,198221.94
1937,184895.55
1938,164323.45
1939,257500.88
1940,192797.08
1941,171801.38
1942,165342.88
1943,221536.98
1944,378980.34
1945,391558.66
1946,102843.15
1947,134670.58
1948,172801.92
1949,243712.08
1950,181872.48
1951,231727.69
1952,202983.22
1953,167174.83
1954,184179.8
1955,137194.38
1956,326349.28
1957,145575.3
1958,262734.94
1959,144613.19
1960,114776.664
1961,129954.98
1962,98804.77
1963,108318.95
1964,105144.445
1965,153195.23
1966,139423.88
1967,294920.6
1968,437297.5
1969,369160.9
1970,428851.25
1971,504032.9
1972,388090.47
1973,265850.22
1974,341649.6
1975,342287.8
1976,273155.25
1977,363825.62
1978,354865.9
1979,308764.22
1980,208218.56
1981,335723.1
1982,218089.89
1983,203376.95
1984,172564.44
1985,229494.34
1986,210473.56
1987,188949.08
1988,173185.98
1989,186230.92
1990,202993.67
1991,231628.7
1992,215843.64
1993,169294.22
1994,225336.64
1995,183905.64
1996,247107.25
1997,292560.78
1998,308593.47
1999,280272.38
2000,314133.3
2001,269481.84
2002,229921.08
2003,242474.56
2004,279508.16
2005,215519.47
2006,217323.77
2007,238851.06
2008,221262.72
2009,205933.7
2010,189532.38
2011,134700.0
2012,171882.83
2013,179726.53
2014,183950.38
2015,212984.22
2016,194357.77
2017,191594.52
2018,120992.695
2019,140559.47
2020,99172.76
2021,105204.125
2022,193214.36
2023,146514.17
2024,277319.78
2025,354236.3
2026,177841.81
2027,168928.44
2028,155673.02
2029,176586.28
2030,261958.33
2031,229388.66
2032,249203.1
2033,250729.0
2034,179321.62
2035,232375.89
2036,201172.28
2037,236660.3
2038,346532.4
2039,223404.02
2040,302382.97
2041,405236.34
2042,210225.62
2043,187862.75
2044,172290.16
2045,205773.31
2046,170062.2
2047,144012.17
2048,144188.48
2049,145382.86
2050,169175.11
2051,103101.23
2052,126046.57
2053,150960.31
